First;Last;Nickname;Ht.;Wt.;Reach;Stance;W;L;D;Foot;Inches;Height_cm;Weight.Lbs;Weight.Kg
Georges;St-Pierre;Rush;"5' 11""";185 lbs.;"76.0""";Orthodox;26;2;0;5.0;11.0;180.34;185.0;83.91452
Bobby;Stack;;"5' 9""";155 lbs.;--;Orthodox;8;3;0;5.0;9.0;175.26;155.0;70.30676
Andreas;Stahl;Real Steel;"5' 11""";170 lbs.;--;Orthodox;10;4;0;5.0;11.0;180.34;170.0;77.11064
Ron;Stallings;The Choir Boy;"6' 2""";170 lbs.;"75.0""";Southpaw;14;8;0;6.0;2.0;187.96;170.0;77.11064
Cody;Stamann;The Spartan;"5' 6""";135 lbs.;"64.0""";Orthodox;21;8;1;5.0;6.0;167.64000000000001;135.0;61.23492
Cristina;Stanciu;Barbie;"5' 3""";115 lbs.;--;Orthodox;5;2;0;5.0;3.0;160.02;115.0;52.16308
Brian;Stann;All American;"6' 1""";205 lbs.;"74.0""";Orthodox;12;6;0;6.0;1.0;185.42000000000002;205.0;92.98636
Josh;Stansbury;The Sandman;"6' 2""";205 lbs.;"74.0""";Orthodox;4;8;0;6.0;2.0;187.96;205.0;92.98636
Dion;Staring;Soldier;"6' 1""";235 lbs.;--;Orthodox;35;14;0;6.0;1.0;185.42000000000002;235.0;106.59412
Lucas;Stark;;--;155 lbs.;--;;1;5;0;;;;155.0;70.30676
Clifford;Starks;;"6' 0""";185 lbs.;"78.0""";Orthodox;13;3;0;6.0;0.0;182.88;185.0;83.91452
Kalib;Starnes;;"6' 3""";185 lbs.;"74.0""";Orthodox;17;11;1;6.0;3.0;190.5;185.0;83.91452
Laureano;Staropoli;Pepi;"6' 1""";185 lbs.;"71.0""";Orthodox;9;5;0;6.0;1.0;185.42000000000002;185.0;83.91452
Damian;Stasiak;Webster;"5' 5""";135 lbs.;"70.0""";Orthodox;10;6;0;5.0;5.0;165.1;135.0;61.23492
Adam;Steele;;--;170 lbs.;--;;0;1;0;;;;170.0;77.11064
Dominique;Steele;Non-Stop Action-Packed;"5' 10""";170 lbs.;"74.0""";Orthodox;14;9;0;5.0;10.0;177.8;170.0;77.11064
Ricky;Steele;The Karate Kid;"5' 9""";135 lbs.;"74.0""";Orthodox;6;0;0;5.0;9.0;175.26;135.0;61.23492
Kody;Steele;;"5' 9""";155 lbs.;"71.0""";Orthodox;7;1;0;5.0;9.0;175.26;155.0;70.30676
Eric;Steenberg;;--;155 lbs.;--;;5;1;0;;;;155.0;70.30676
Steve;Steinbeiss;The Hooligan;"6' 3""";185 lbs.;"75.0""";Orthodox;9;4;0;6.0;3.0;190.5;185.0;83.91452
Ray;Steinbeiss;Ipswitch Cobra;"5' 11""";170 lbs.;--;Orthodox;14;7;0;5.0;11.0;180.34;170.0;77.11064
Dmitri;Stepanov;;"6' 3""";217 lbs.;--;Orthodox;0;1;0;6.0;3.0;190.5;217.0;98.429464
Jeremy;Stephens;Lil' Heathen;"5' 9""";155 lbs.;"71.0""";Orthodox;28;20;0;5.0;9.0;175.26;155.0;70.30676
Aljamain;Sterling;Funk Master;"5' 7""";145 lbs.;"71.0""";Orthodox;25;5;0;5.0;7.0;170.18;145.0;65.77083999999999
Marc;Stevens;;"5' 9""";155 lbs.;--;;21;10;0;5.0;9.0;175.26;155.0;70.30676
Joe;Stevenson;Daddy;"5' 7""";145 lbs.;"70.0""";Orthodox;33;16;0;5.0;7.0;170.18;145.0;65.77083999999999
Maia;Stevenson;;"5' 4""";115 lbs.;"62.0""";Orthodox;6;5;0;5.0;4.0;162.56;115.0;52.16308
Luke;Stewart;;"5' 11""";170 lbs.;--;Orthodox;6;3;0;5.0;11.0;180.34;170.0;77.11064
Darren;Stewart;The Dentist;"6' 0""";205 lbs.;"74.0""";Orthodox;12;8;0;6.0;0.0;182.88;205.0;92.98636
Kyle;Stewart;Gunz Up;"6' 0""";170 lbs.;"76.0""";Orthodox;11;3;0;6.0;0.0;182.88;170.0;77.11064
Alex;Stiebling;The Brazilian Killa;"6' 2""";205 lbs.;--;Southpaw;19;11;1;6.0;2.0;187.96;205.0;92.98636
Tyler;Stinson;The Evolution;"6' 3""";170 lbs.;--;;30;10;0;6.0;3.0;190.5;170.0;77.11064
Navajo;Stirling;;"6' 4""";205 lbs.;"79.0""";Orthodox;8;0;0;6.0;4.0;193.04;205.0;92.98636
Dan;Stittgen;The Anvil;"6' 1""";170 lbs.;--;Orthodox;12;5;0;6.0;1.0;185.42000000000002;170.0;77.11064
Lazar;Stojadinovic;The Bronx Bomber;"5' 7""";145 lbs.;"68.0""";Southpaw;12;5;0;5.0;7.0;170.18;145.0;65.77083999999999
Denis;Stojnic;;"6' 0""";245 lbs.;--;Orthodox;13;3;0;6.0;0.0;182.88;245.0;111.13004
Julija;Stoliarenko;;"5' 7""";125 lbs.;"66.0""";Orthodox;11;10;2;5.0;7.0;170.18;125.0;56.699
Dustin;Stoltzfus;;"6' 0""";185 lbs.;"75.0""";Orthodox;16;8;0;6.0;0.0;182.88;185.0;83.91452
Niklas;Stolze;Green Mask;"6' 1""";155 lbs.;"74.0""";Switch;12;6;0;6.0;1.0;185.42000000000002;155.0;70.30676
Ken;Stone;;"5' 8""";135 lbs.;"71.0""";Southpaw;11;4;0;5.0;8.0;172.72;135.0;61.23492
Ryan;Stonitsch;;"5' 9""";170 lbs.;--;Southpaw;8;1;0;5.0;9.0;175.26;170.0;77.11064
George;Stork;;"5' 10""";185 lbs.;--;;7;9;0;5.0;10.0;177.8;185.0;83.91452
Rick;Story;The Horror;"5' 9""";170 lbs.;"71.0""";Southpaw;19;9;0;5.0;9.0;175.26;170.0;77.11064
Darko;Stosic;;"6' 0""";205 lbs.;"76.0""";Orthodox;13;4;0;6.0;0.0;182.88;205.0;92.98636
Greg;Stott;Ranger;"5' 7""";220 lbs.;--;Southpaw;0;1;0;5.0;7.0;170.18;220.0;99.79024
Curtis;Stout;;"6' 1""";185 lbs.;--;Southpaw;11;12;1;6.0;1.0;185.42000000000002;185.0;83.91452
Sam;Stout;Hands of Stone;"5' 9""";155 lbs.;"70.0""";Orthodox;20;12;1;5.0;9.0;175.26;155.0;70.30676
Tim;Stout;;"5' 11""";185 lbs.;--;;12;10;0;5.0;11.0;180.34;185.0;83.91452
